MIX-IT	217.29.66.106	41160
MIX-IT	217.29.66.179	1267
MIX-IT	217.29.66.213	49640
MIX-IT	217.29.66.241	196865
MIX-IT	217.29.66.159	200043
MIX-IT	217.29.66.189	43061
MIX-IT	217.29.66.18	8612
MIX-IT	217.29.66.172	34758
MIX-IT	217.29.66.188	200794
MIX-IT	217.29.66.228	3216
MIX-IT	217.29.66.244	206299
MIX-IT	217.29.66.150	197589
MIX-IT	217.29.66.181	49289
MIX-IT	217.29.66.227	7713
MIX-IT	217.29.66.182	199547
MIX-IT	217.29.66.191	201058
MIX-IT	217.29.66.134	43942
MIX-IT	217.29.66.122	31319
MIX-IT	217.29.66.129	31638
MIX-IT	217.29.66.85	8265
MIX-IT	217.29.66.91	12835
MIX-IT	217.29.66.230	50352
FICIX	193.110.224.62	8075
FICIX	193.110.224.30	20764
FICIX	193.110.224.42	702
FICIX	193.110.224.38	51728
AMS-IX	80.249.210.58	25220
AMS-IX	80.249.211.241	50272
AMS-IX	80.249.211.159	15720
AMS-IX	80.249.213.64	60890
AMS-IX	80.249.211.252	28929
AMS-IX	80.249.211.221	15943
AMS-IX	80.249.210.31	9304
AMS-IX	80.249.210.177	20485
AMS-IX	80.249.212.82	41153
AMS-IX	80.249.211.89	45489
AMS-IX	80.249.212.180	49535
AMS-IX	80.249.212.210	41405
AMS-IX	80.249.208.99	8473
AMS-IX	80.249.213.65	199330
AMS-IX	80.249.209.178	13122
AMS-IX	80.249.211.41	12714
AMS-IX	80.249.211.67	197692
AMS-IX	80.249.210.10	13002
AMS-IX	80.249.211.55	15480
AMS-IX	80.249.208.65	5410
AMS-IX	80.249.211.36	16211
AMS-IX	80.249.212.76	4134
AMS-IX	80.249.211.63	8399
AMS-IX	80.249.210.140	1241
AMS-IX	80.249.211.215	12883
AMS-IX	80.249.210.178	35432
AMS-IX	80.249.208.163	34803
AMS-IX	80.249.211.198	6866
AMS-IX	80.249.213.61	44843
AMS-IX	80.249.213.190	45430
AMS-IX	80.249.210.131	17451
AMS-IX	80.249.210.16	48522
AMS-IX	80.249.213.184	16353
AMS-IX	80.249.211.172	48200
AMS-IX	80.249.211.45	30844
AMS-IX	80.249.209.185	5588
AMS-IX	80.249.208.80	21219
AMS-IX	80.249.209.145	6908
AMS-IX	80.249.208.121	6663
AMS-IX	80.249.208.141	12496
AMS-IX	80.249.213.160	39537
AMS-IX	80.249.210.78	59605
AMS-IX	80.249.212.250	22023
AMS-IX	80.249.208.187	28876
AMS-IX	80.249.212.99	48519
AMS-IX	80.249.213.113	42184
AMS-IX	80.249.208.236	8220
AMS-IX	80.249.212.159	49453
AMS-IX	80.249.208.29	8304
AMS-IX	80.249.209.147	15557
AMS-IX	80.249.213.156	35625
AMS-IX	80.249.210.251	39179
AMS-IX	80.249.210.25	6834
AMS-IX	80.249.211.117	9269
AMS-IX	80.249.208.160	5466
AMS-IX	80.249.208.120	3262
AMS-IX	80.249.210.254	38082
AMS-IX	80.249.210.241	8839
AMS-IX	80.249.212.132	43376
AMS-IX	80.249.210.190	43142
AMS-IX	80.249.210.45	34863
AMS-IX	80.249.212.224	21013
AMS-IX	80.249.211.141	41090
AMS-IX	80.249.208.35	12859
AMS-IX	80.249.208.89	1136
AMS-IX	80.249.208.186	20504
AMS-IX	80.249.212.115	54104
AMS-IX	80.249.210.216	29990
AMS-IX	80.249.210.171	35574
AMS-IX	80.249.213.38	3255
AMS-IX	80.249.210.15	4651
AMS-IX	80.249.208.118	31424
AMS-IX	80.249.209.24	12350
AMS-IX	80.249.212.81	15704
AMS-IX	80.249.213.117	205668
AMS-IX	80.249.213.26	201288
AMS-IX	80.249.212.141	8462
AMS-IX	80.249.211.34	20804
AMS-IX	80.249.209.62	8422
AMS-IX	80.249.209.29	34288
AMS-IX	80.249.211.21	8452
AMS-IX	80.249.209.207	8447
AMS-IX	80.249.209.59	12759
AMS-IX	80.249.210.80	57463
AMS-IX	80.249.210.11	15966
AMS-IX	80.249.210.118	47329
AMS-IX	80.249.211.118	44141
AMS-IX	80.249.212.149	50352
AMS-IX	80.249.210.24	39180
AMS-IX	80.249.209.125	15542
AMS-IX	80.249.213.200	13194
AMS-IX	80.249.212.142	49463
AMS-IX	80.249.210.172	12637
AMS-IX	80.249.209.254	48237
AMS-IX	80.249.210.67	8717
AMS-IX	80.249.213.163	17222
AMS-IX	80.249.212.36	42707
AMS-IX	80.249.211.57	39651
AMS-IX	80.249.210.168	47622
AMS-IX	80.249.210.243	1267
AMS-IX	80.249.211.90	9318
AMS-IX	80.249.209.137	12732
AMS-IX	80.249.210.125	15802
AMS-IX	80.249.210.44	2611
AMS-IX	80.249.209.249	31334
AMS-IX	80.249.211.195	44431
AMS-IX	80.249.209.205	38915
AMS-IX	80.249.208.164	41690
AMS-IX	80.249.211.79	24608
AMS-IX	80.249.211.176	56953
AMS-IX	80.249.209.121	12389
AMS-IX	80.249.213.9	31319
AMS-IX	80.249.209.99	12399
AMS-IX	80.249.209.46	8551
AMS-IX	80.249.210.107	24586
AMS-IX	80.249.210.19	40999
AMS-IX	80.249.211.225	60718
AMS-IX	80.249.212.140	43404
AMS-IX	80.249.213.12	51018
AMS-IX	80.249.212.229	200794
AMS-IX	80.249.212.113	42794
AMS-IX	80.249.211.240	7713
AMS-IX	80.249.211.49	43942
AMS-IX	80.249.212.63	41059
AMS-IX	80.249.212.136	63949
AMS-IX	80.249.210.128	41887
AMS-IX	80.249.209.106	2852
AMS-IX	80.249.209.214	1239
AMS-IX	80.249.212.44	47748
AMS-IX	80.249.208.43	2611
AMS-IX	80.249.210.52	25180
AMS-IX	80.249.212.236	58952
AMS-IX	80.249.209.243	12874
AMS-IX	80.249.213.6	51254
AMS-IX	80.249.208.159	25596
AMS-IX	80.249.211.189	2854
AMS-IX	80.249.209.183	35320
AMS-IX	80.249.213.128	45899
AMS-IX	80.249.209.134	35366
AMS-IX	80.249.208.175	8928
AMS-IX	80.249.213.41	64049
AMS-IX	80.249.209.242	3327
AMS-IX	80.249.213.87	8851
AMS-IX	80.249.213.133	202954
AMS-IX	80.249.212.204	42841
AMS-IX	80.249.210.162	8866
AMS-IX	80.249.211.35	11816
AMS-IX	80.249.210.249	13249
AMS-IX	80.249.211.33	50056
AMS-IX	80.249.210.238	31328
AMS-IX	80.249.211.165	33986
AMS-IX	80.249.212.166	20278
AMS-IX	80.249.208.177	197038
AMS-IX	80.249.209.87	15516
AMS-IX	80.249.212.116	6866
AMS-IX	80.249.209.210	42184
AMS-IX	80.249.210.29	5394
AMS-IX	80.249.211.147	197426
AMS-IX	80.249.208.225	133229
AMS-IX	80.249.212.176	18001
AMS-IX	80.249.209.132	197000
AMS-IX	80.249.211.13	39737
AMS-IX	80.249.209.53	8218
AMS-IX	80.249.212.143	132876
AMS-IX	80.249.212.231	45015
AMS-IX	80.249.212.232	48293
AMS-IX	80.249.209.32	44814
AMS-IX	80.249.210.57	49405
AMS-IX	80.249.211.95	50673
AMS-IX	80.249.211.75	12849
AMS-IX	80.249.209.84	29017
AMS-IX	80.249.208.183	16298
AMS-IX	80.249.211.227	7415
AMS-IX	80.249.208.226	12731
AMS-IX	80.249.209.102	196844
AMS-IX	80.249.210.28	39120
AMS-IX	80.249.212.78	34569
AMS-IX	80.249.211.206	47541
AMS-IX	80.249.209.200	2828
AMS-IX	80.249.210.226	8816
AMS-IX	80.249.213.116	29479
AMS-IX	80.249.211.94	48526
AMS-IX	80.249.210.64	31078
AMS-IX	80.249.210.14	15958
AMS-IX	80.249.213.150	50287
AMS-IX	80.249.209.43	15542
AMS-IX	80.249.211.150	45629
AMS-IX	80.249.209.244	29169
AMS-IX	80.249.210.206	15589
AMS-IX	80.249.212.197	9381
AMS-IX	80.249.212.105	37187
AMS-IX	80.249.208.74	34695
AMS-IX	80.249.212.173	35297
AMS-IX	80.249.211.50	109
AMS-IX	80.249.211.239	10026
AMS-IX	80.249.210.84	1680
AMS-IX	80.249.210.213	44034
AMS-IX	80.249.211.186	39122
AMS-IX	80.249.211.191	9498
AMS-IX	80.249.210.196	8487
AMS-IX	80.249.212.172	50622
AMS-IX	80.249.210.42	16347
AMS-IX	80.249.211.219	201877
AMS-IX	80.249.211.60	15224
AMS-IX	80.249.209.38	51167
AMS-IX	80.249.212.30	44981
AMS-IX	80.249.213.129	60664
AMS-IX	80.249.210.192	9583
AMS-IX	80.249.208.86	50923
AMS-IX	80.249.212.200	6682
AMS-IX	80.249.208.147	199275
AMS-IX	80.249.210.49	12301
AMS-IX	80.249.211.139	28801
AMS-IX	80.249.209.236	1267
AMS-IX	80.249.212.103	200023
AMS-IX	80.249.210.36	9036
AMS-IX	80.249.210.17	29140
AMS-IX	80.249.209.89	8966
AMS-IX	80.249.213.174	8953
AMS-IX	80.249.211.170	29014
AMS-IX	80.249.209.150	6939
AMS-IX	80.249.208.220	8560
AMS-IX	80.249.209.57	37009
AMS-IX	80.249.213.107	60501
AMS-IX	80.249.213.202	58580
AMS-IX	80.249.212.125	17511
AMS-IX	80.249.212.55	4657
AMS-IX	80.249.209.237	50384
AMS-IX	80.249.208.172	29208
AMS-IX	80.249.210.135	25091
AMS-IX	80.249.212.241	29049
AMS-IX	80.249.213.88	37497
AMS-IX	80.249.211.202	49375
AMS-IX	80.249.213.118	38040
AMS-IX	80.249.210.99	50763
AMS-IX	80.249.213.49	31577
AMS-IX	80.249.212.202	37179
AMS-IX	80.249.209.140	28917
AMS-IX	80.249.212.158	15547
AMS-IX	80.249.213.78	12931
AMS-IX	80.249.208.36	2914
AMS-IX	80.249.210.115	24218
AMS-IX	80.249.212.246	64049
AMS-IX	80.249.213.90	29314
AMS-IX	80.249.213.48	37468
AMS-IX	80.249.212.134	53264
AMS-IX	80.249.213.185	29632
AMS-IX	80.249.213.142	20764
AMS-IX	80.249.208.59	198721
AMS-IX	80.249.211.156	28876
AMS-IX	80.249.208.185	44020
AMS-IX	80.249.212.45	51555
AMS-IX	80.249.212.157	29278
AMS-IX	80.249.212.196	200981
AMS-IX	80.249.210.210	13030
AMS-IX	80.249.210.5	12310
AMS-IX	80.249.213.74	8422
AMS-IX	80.249.212.133	37662
AMS-IX	80.249.210.225	59560
AMS-IX	80.249.210.237	31328
AMS-IX	80.249.210.121	50083
AMS-IX	80.249.210.85	25160
AMS-IX	80.249.212.7	57043
AMS-IX	80.249.212.100	51028
AMS-IX	80.249.209.41	24586
AMS-IX	80.249.212.207	29467
AMS-IX	80.249.210.134	34019
AMS-IX	80.249.211.18	60822
AMS-IX	80.249.210.22	24904
AMS-IX	80.249.211.229	34984
AMS-IX	80.249.213.51	23106
AMS-IX	80.249.211.151	29697
AMS-IX	80.249.210.155	56665
AMS-IX	80.249.209.174	34305
AMS-IX	80.249.208.61	15224
AMS-IX	80.249.212.208	55818
AMS-IX	80.249.212.108	5563
AMS-IX	80.249.211.204	25178
AMS-IX	80.249.211.193	9269
AMS-IX	80.249.208.138	37282
AMS-IX	80.249.212.58	49285
AMS-IX	80.249.208.134	48522
AMS-IX	80.249.210.30	29990
AMS-IX	80.249.212.126	199660
AMS-IX	80.249.213.57	48858
AMS-IX	80.249.211.110	34442
AMS-IX	80.249.209.26	34224
AMS-IX	80.249.211.12	15772
AMS-IX	80.249.210.228	25291
AMS-IX	80.249.213.82	200612
AMS-IX	80.249.209.138	15763
AMS-IX	80.249.211.185	14413
AMS-IX	80.249.212.8	52320
AMS-IX	80.249.212.26	199837
AMS-IX	80.249.211.246	41313
AMS-IX	80.249.210.95	8400
AMS-IX	80.249.208.96	42525
AMS-IX	80.249.209.168	8764
AMS-IX	80.249.212.201	4637
AMS-IX	80.249.210.117	12329
AMS-IX	80.249.212.230	200478
AMS-IX	80.249.209.97	8368
AMS-IX	80.249.212.164	23947
AMS-IX	80.249.210.69	49405
AMS-IX	80.249.208.40	58453
AMS-IX	80.249.210.195	20766
AMS-IX	80.249.212.25	199547
AMS-IX	80.249.208.136	55195
AMS-IX	80.249.210.27	51313
AMS-IX	80.249.211.119	49653
AMS-IX	80.249.213.98	47232
AMS-IX	80.249.212.104	58511
AMS-IX	80.249.210.71	31449
AMS-IX	80.249.208.49	1140
AMS-IX	80.249.213.89	15623
AMS-IX	80.249.209.61	8262
AMS-IX	80.249.210.153	24482
AMS-IX	80.249.212.66	29405
AMS-IX	80.249.209.96	31595
AMS-IX	80.249.211.168	20621
AMS-IX	80.249.209.129	4766
AMS-IX	80.249.209.34	13285
AMS-IX	80.249.210.38	34177
AMS-IX	80.249.213.71	60294
AMS-IX	80.249.208.202	30889
AMS-IX	80.249.213.52	37271
AMS-IX	80.249.211.22	13157
AMS-IX	80.249.213.115	63956
AMS-IX	80.249.209.225	20504
AMS-IX	80.249.211.14	50300
AMS-IX	80.249.210.222	4761
AMS-IX	80.249.213.112	37564
AMS-IX	80.249.209.196	41095
AMS-IX	80.249.210.203	20886
AMS-IX	80.249.208.239	29535
AMS-IX	80.249.212.186	59624
AMS-IX	80.249.210.165	8932
AMS-IX	80.249.211.130	33796
AMS-IX	80.249.213.108	38158
AMS-IX	80.249.209.226	20634
AMS-IX	80.249.212.209	59318
AMS-IX	80.249.208.200	12859
AMS-IX	80.249.209.114	16097
AMS-IX	80.249.210.13	12578
AMS-IX	80.249.213.132	38001
AMS-IX	80.249.212.238	60319
AMS-IX	80.249.213.35	206676
AMS-IX	80.249.212.79	15399
AMS-IX	80.249.212.84	42541
AMS-IX	80.249.209.151	44788
AMS-IX	80.249.210.236	61319
AMS-IX	80.249.213.157	42624
AMS-IX	80.249.212.239	60764
AMS-IX	80.249.210.8	39923
AMS-IX	80.249.210.136	3302
AMS-IX	80.249.213.27	50812
AMS-IX	80.249.212.127	9029
AMS-IX	80.249.208.28	39244
AMS-IX	80.249.209.56	3252
AMS-IX	80.249.210.124	8632
AMS-IX	80.249.212.185	12695
AMS-IX	80.249.208.33	559
AMS-IX	80.249.211.20	35745
AMS-IX	80.249.208.210	13030
AMS-IX	80.249.212.106	50629
AMS-IX	80.249.208.161	12306
AMS-IX	80.249.211.111	199947
AMS-IX	80.249.213.56	47447
AMS-IX	80.249.213.169	59655
AMS-IX	80.249.212.88	4637
AMS-IX	80.249.211.74	31638
AMS-IX	80.249.209.182	30740
AMS-IX	80.249.208.44	50304
AMS-IX	80.249.212.191	45352
CATNIX	193.242.98.10	12479
CATNIX	193.242.98.145	12541
CATNIX	193.242.98.159	6752
CATNIX	193.242.98.134	4589
CATNIX	193.242.98.138	3262
CATNIX	193.242.98.13	8220
CATNIX	193.242.98.19	766
CATNIX	193.242.98.154	2914
CATNIX	193.242.98.156	15169
VIX	193.203.0.228	57463
VIX	193.203.0.243	20562
VIX	193.203.0.183	29545
VIX	193.203.0.43	12605
VIX	193.203.0.204	50507
VIX	193.203.0.216	34772
VIX	193.203.0.135	34594
VIX	193.203.0.111	13101
VIX	193.203.0.176	49808
VIX	193.203.0.237	43848
VIX	193.203.0.102	3209
VIX	193.203.0.200	48339
VIX	193.203.0.157	35369
VIX	193.203.0.245	59890
VIX	193.203.0.199	62239
VIX	193.203.0.182	48362
VIX	193.203.0.226	34288
VIX	193.203.0.158	31543
VIX	193.203.0.208	34779
VIX	193.203.0.29	8445
VIX	193.203.0.140	16265
VIX	193.203.0.141	13004
VIX	193.203.0.131	21013
VIX	193.203.0.233	7713
VIX	193.203.0.198	24940
VIX	193.203.0.244	197540
VIX	193.203.0.145	31510
VIX	193.203.0.211	24724
VIX	193.203.0.193	49808
VIX	193.203.0.206	5578
VIX	193.203.0.180	35339
VIX	193.203.0.191	43061
VIX	193.203.0.227	29208
INEX	185.6.36.46	39093
INEX	185.6.36.93	61145
INEX	185.6.36.75	22822
INEX	185.6.36.27	31641
INEX	185.6.36.106	47720
INEX	185.6.36.132	7713
INEX	185.6.36.105	6507
INEX	185.6.36.62	12388
INEX	185.6.36.18	61186
INEX	185.6.36.103	41811
INEX	185.6.36.73	43599
NIX.CZ	91.210.16.54	201053
NIX.CZ	91.210.16.144	35236
NIX.CZ	91.210.16.226	24482
NIX.CZ	91.210.16.136	35613
NIX.CZ	91.210.16.137	197307
NIX.CZ	91.210.16.157	56456
NIX.CZ	91.210.16.163	6663
NIX.CZ	91.210.16.18	25424
NIX.CZ	91.210.16.125	57463
NIX.CZ	91.210.16.140	43531
NIX.CZ	91.210.16.169	200155
NIX.CZ	91.210.16.86	24971
NIX.CZ	91.210.16.114	10310
NIX.CZ	91.210.16.134	29504
NIX.CZ	91.210.16.159	50698
NIX.CZ	91.210.16.200	32787
NIX.CZ	91.210.16.113	10310
NIX.CZ	91.210.16.90	39790
NIX.CZ	91.210.16.81	39235
NIX.CZ	91.210.16.38	39904
NIX.CZ	91.210.16.176	31349
NIX.CZ	91.210.16.142	197013
NIX.CZ	91.210.16.167	47868
NIX.CZ	91.210.16.214	43709
NIX.CZ	91.210.16.83	28972
NIX.CZ	91.210.16.177	51248
NIX.CZ	91.210.16.233	197197
NIX.CZ	91.210.16.37	202605
NIX.CZ	91.210.16.94	56344
NIX.CZ	91.210.16.168	3216
NIX.CZ	91.210.16.158	50698
NIX.CZ	91.210.16.43	39817
NIX.CZ	91.210.16.227	8218
NIX.CZ	91.210.16.84	28972
NIX.CZ	91.210.16.29	5578
NIX.CZ	91.210.16.170	200155
NIX.CZ	91.210.16.39	39904
France-IX Paris	37.49.237.126	7713
France-IX Paris	37.49.236.249	47872
France-IX Paris	37.49.236.233	197422
France-IX Paris	37.49.236.194	31019
France-IX Paris	37.49.236.243	43100
France-IX Paris	37.49.236.169	42411
France-IX Paris	37.49.236.225	198191
France-IX Paris	37.49.236.73	31449
France-IX Paris	37.49.236.58	8220
France-IX Paris	37.49.237.21	197551
France-IX Paris	37.49.236.132	56665
France-IX Paris	37.49.236.229	39931
France-IX Paris	37.49.237.33	41090
France-IX Paris	37.49.236.100	2611
France-IX Paris	37.49.236.202	41405
France-IX Paris	37.49.237.85	328107
France-IX Paris	37.49.236.161	14413
France-IX Paris	37.49.236.156	15547
France-IX Paris	37.49.237.29	60394
France-IX Paris	37.49.237.62	3225
France-IX Paris	37.49.236.67	37100
France-IX Paris	37.49.236.245	13002
France-IX Paris	37.49.236.124	25273
France-IX Paris	37.49.237.130	30990
France-IX Paris	37.49.237.31	205705
France-IX Paris	37.49.236.208	8816
France-IX Paris	37.49.237.69	31424
France-IX Paris	37.49.237.98	43858
France-IX Paris	37.49.237.129	12496
France-IX Paris	37.49.236.220	39405
France-IX Paris	37.49.236.130	44295
France-IX Paris	37.49.237.76	8400
France-IX Paris	37.49.236.211	39636
France-IX Paris	37.49.236.165	30740
France-IX Paris	37.49.237.13	200129
France-IX Paris	37.49.237.14	15826
France-IX Paris	37.49.236.203	50245
France-IX Paris	37.49.236.216	59318
France-IX Paris	37.49.236.199	8262
France-IX Paris	37.49.236.170	20278
France-IX Paris	37.49.237.121	49605
France-IX Paris	37.49.236.186	12850
France-IX Paris	37.49.237.37	42669
France-IX Paris	37.49.236.43	43646
France-IX Paris	37.49.237.51	197922
France-IX Paris	37.49.237.45	25178
France-IX Paris	37.49.236.97	41157
France-IX Paris	37.49.237.59	199275
France-IX Paris	37.49.237.114	48519
France-IX Paris	37.49.236.217	9583
France-IX Paris	37.49.236.240	43100
France-IX Paris	37.49.237.84	34572
France-IX Paris	37.49.236.197	2595
France-IX Paris	37.49.237.32	198435
France-IX Paris	37.49.237.52	31638
France-IX Paris	37.49.237.41	47608
France-IX Paris	37.49.236.127	8632
France-IX Paris	37.49.237.12	12670
France-IX Paris	37.49.236.150	31042
France-IX Paris	37.49.236.222	196983
France-IX Paris	37.49.237.77	31595
France-IX Paris	37.49.237.64	55195
France-IX Paris	37.49.237.141	20764
France-IX Paris	37.49.236.133	197692
France-IX Paris	37.49.236.185	34606
France-IX Paris	37.49.237.3	13285
France-IX Paris	37.49.236.160	199125
France-IX Paris	37.49.236.176	47242
France-IX Paris	37.49.236.221	9304
France-IX Paris	37.49.237.35	60350
France-IX Paris	37.49.236.10	6939
France-IX Paris	37.49.237.23	20485
France-IX Paris	37.49.236.128	24611
France-IX Paris	37.49.236.247	3216
France-IX Paris	37.49.236.191	13445
France-IX Paris	37.49.236.123	198290
France-IX Paris	37.49.236.209	51254
France-IX Paris	37.49.237.7	21502
France-IX Paris	37.49.237.86	42845
France-IX Paris	37.49.236.246	2613
France-IX Paris	37.49.236.66	47406
France-IX Paris	37.49.236.201	49375
France-IX Paris	37.49.236.179	21101
France-IX Paris	37.49.237.156	198385
France-IX Paris	37.49.237.138	44050
France-IX Paris	37.49.236.178	8966
France-IX Paris	37.49.236.163	60497
France-IX Paris	37.49.236.177	12779
France-IX Paris	37.49.236.136	51405
France-IX Paris	37.49.236.212	16191
France-IX Paris	37.49.237.123	34781
France-IX Paris	37.49.237.65	15557
France-IX Paris	37.49.236.111	43142
France-IX Paris	37.49.237.80	60718
France-IX Paris	37.49.236.125	2602
France-IX Paris	37.49.236.228	24482
France-IX Paris	37.49.236.148	15965
France-IX Paris	37.49.237.46	48526
France-IX Paris	37.49.236.159	53264
France-IX Paris	37.49.236.83	34288
France-IX Paris	37.49.237.38	39122
BIX.BG	193.169.198.222	29582
BIX.BG	193.169.198.225	25374
BIX.BG	193.169.198.136	12829
BIX.BG	193.169.198.65	39184
BIX.BG	193.169.198.105	8390
BIX.BG	193.169.198.153	38932
BIX.BG	193.169.198.73	13004
BIX.BG	193.169.198.152	28909
BIX.BG	193.169.198.71	6866
BIX.BG	193.169.198.196	51582
BIX.BG	193.169.198.76	31042
BIX.BG	193.169.198.185	29687
BIX.BG	193.169.198.210	39251
BIX.BG	193.169.198.92	5483
BIX.BG	193.169.198.197	51582
BIX.BG	193.169.198.82	34772
BIX.BG	193.169.198.221	29582
BIX.BG	193.169.198.193	31029
BIX.BG	193.169.198.158	42248
CABASE-BUE	200.0.17.169	27851
CABASE-BUE	200.0.17.98	264832
CABASE-BUE	200.0.17.99	61487
CABASE-BUE	200.0.17.72	263776
CABASE-BUE	200.0.17.122	262231
CABASE-BUE	200.0.17.199	264675
CABASE-BUE	200.0.17.196	263800
CABASE-BUE	200.0.17.109	28073
CABASE-BUE	200.0.17.116	11815
CABASE-BUE	200.0.17.89	52381
CABASE-BUE	200.0.17.167	264797
CABASE-BUE	200.0.17.74	264831
CABASE-BUE	200.0.17.114	11664
CABASE-BUE	200.0.17.137	264704
CABASE-BUE	200.0.17.141	10318
DE-CIX Frankfurt	80.81.195.77	112
DE-CIX Frankfurt	80.81.193.222	680
DE-CIX Frankfurt	80.81.192.121	1239
DE-CIX Frankfurt	80.81.194.129	1241
DE-CIX Frankfurt	80.81.195.130	1241
DE-CIX Frankfurt	80.81.193.231	1241
DE-CIX Frankfurt	80.81.193.215	1267
DE-CIX Frankfurt	80.81.193.97	2854
DE-CIX Frankfurt	80.81.195.127	3225
DE-CIX Frankfurt	80.81.194.29	3255
DE-CIX Frankfurt	80.81.193.79	4637
DE-CIX Frankfurt	80.81.192.246	4637
DE-CIX Frankfurt	80.81.193.238	4651
DE-CIX Frankfurt	80.81.193.240	4657
DE-CIX Frankfurt	80.81.192.170	4766
DE-CIX Frankfurt	80.81.193.127	5404
DE-CIX Frankfurt	80.81.192.130	5410
DE-CIX Frankfurt	80.81.192.19	5466
DE-CIX Frankfurt	80.81.194.86	5483
DE-CIX Frankfurt	80.81.192.248	5511
DE-CIX Frankfurt	80.81.195.101	5521
DE-CIX Frankfurt	80.81.193.190	5563
DE-CIX Frankfurt	80.81.193.195	5578
DE-CIX Frankfurt	80.81.194.84	5603
DE-CIX Frankfurt	80.81.193.225	5605
DE-CIX Frankfurt	80.81.194.231	6412
DE-CIX Frankfurt	80.81.193.168	6659
DE-CIX Frankfurt	80.81.193.59	6659
DE-CIX Frankfurt	80.81.194.72	6682
DE-CIX Frankfurt	80.81.194.197	6697
DE-CIX Frankfurt	80.81.195.45	6717
DE-CIX Frankfurt	80.81.195.179	6858
DE-CIX Frankfurt	80.81.193.153	6866
DE-CIX Frankfurt	80.81.192.231	6866
DE-CIX Frankfurt	80.81.193.73	6876
DE-CIX Frankfurt	80.81.195.156	6898
DE-CIX Frankfurt	80.81.194.67	6910
DE-CIX Frankfurt	80.81.193.167	7363
DE-CIX Frankfurt	80.81.193.13	8218
DE-CIX Frankfurt	80.81.194.82	8222
DE-CIX Frankfurt	80.81.194.88	8262
DE-CIX Frankfurt	80.81.194.223	8262
DE-CIX Frankfurt	80.81.192.107	8304
DE-CIX Frankfurt	80.81.192.254	8339
DE-CIX Frankfurt	80.81.195.68	8339
DE-CIX Frankfurt	80.81.195.100	8351
DE-CIX Frankfurt	80.81.193.200	8374
